id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end
K4I30,Mount Vernon-Knox Co / Brandon,US,OH,,K4I3,40.3289,-82.5261,363.0,America/New_York,2008-02-29,2023-12-13,2008-03-02,2022-03-09,2011-01-01,2021-01-01
PADG0,Red Dog Mine,US,AK,,PADG,68.0321,-162.8992,295.0,America/Juneau,2006-01-03,2023-12-12,,,,
TIH4U,Lake Elmo Airport,US,MN,,K21D,45.0002,-92.8549,285.0,America/Chicago,2022-05-06,2023-12-13,,,,
KHJH0,Hebron,US,NE,,KHJH,40.1523,-97.587,448.0,America/Chicago,2006-01-01,2023-12-13,2006-01-02,2022-04-24,2008-01-01,2022-01-01
KSAA0,Saratoga,US,WY,,KSAA,41.4435,-106.8275,2138.0,America/Denver,2013-05-02,2023-12-13,2013-05-03,2022-04-24,2016-01-01,2022-01-01
VUTNJ,Elizabethtown Addington Field Airport,US,KY,,KEKX,37.686,-85.925,230.0,America/New_York,2022-04-23,2023-12-13,2022-04-23,2022-04-25,,
KCRX0,Corinth / Gift,US,MS,,KCRX,34.915,-88.6035,130.0,America/Chicago,2011-01-25,2023-12-13,2011-01-25,2022-04-24,2020-01-01,2022-01-01
KISM0,Orlando / Country Life Family Mobile Home Park,US,FL,,KISM,28.2898,-81.4371,25.0,America/New_York,2006-01-01,2023-12-13,2016-06-24,2022-04-24,2020-01-01,2022-01-01
74793,Gifford,US,FL,74793,KGIF,27.6561,-80.4181,44.0,America/New_York,2005-01-01,2023-12-13,1923-12-01,2023-12-05,1923-01-01,2022-01-01
KUES0,Waukesha,US,WI,,KUES,43.041,-88.2371,278.0,America/Chicago,2006-01-01,2023-12-13,2015-06-01,2022-04-24,2020-01-01,2022-01-01
PAKI0,Kipnuk,US,AK,,PAKI,59.933,-164.0305,0.0,America/Juneau,2006-05-01,2023-08-29,2006-05-03,2022-04-24,2011-01-01,2022-01-01
KLWA0,South Haven / Mitchell Brothers Mobile Home Park,US,MI,,KLWA,42.3512,-86.2556,203.0,America/Detroit,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
MBPUU,Oakes Municipal Airport,US,ND,,K2D5,46.1731,-98.0799,407.0,America/Chicago,2022-05-06,2023-12-13,,,,
KNQI0,Kingsville,US,TX,,KNQI,27.5045,-97.8083,15.0,America/Chicago,1973-01-01,2023-12-13,1973-01-01,2022-03-21,1981-01-01,2021-01-01
72330,Poplar Bluff / Green Forest,US,MO,72330,KP02,36.7667,-90.4667,146.0,America/Chicago,2006-01-01,2023-11-11,1997-12-12,2023-12-05,1998-01-01,2022-01-01
RXSF9,Sublette Municipal Airport,US,KS,,K19S,37.4969,-100.8329,887.0,America/Chicago,2022-05-06,2023-12-13,,,,
KT820,Fredericksburg,US,TX,,KT82,30.2432,-98.9092,517.0,America/Chicago,2006-06-21,2023-12-13,2011-02-18,2022-04-24,2011-01-01,2022-01-01
KM250,Mayfield,US,KY,,KM25,36.7696,-88.5847,159.0,America/Chicago,2020-01-14,2023-07-20,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KOGB0,Orangeburg / Heritage Subdivision,US,SC,,KOGB,33.4569,-80.8594,59.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KMKJ0,Marion / Groseclose,US,VA,,KMKJ,36.8949,-81.3499,780.0,America/New_York,2006-01-01,2023-12-13,2007-01-09,2022-04-24,2010-01-01,2022-01-01
Z4DSS,San Antonio Boerne Stage Field,US,TX,,K5C1,29.7239,-98.6946,422.0,America/Chicago,2022-05-06,2023-12-13,,,,
KPIB0,Hattiesburg / Shelton,US,MS,,KPIB,31.4671,-89.3371,91.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KSEF0,Sebring / Istokpoga,US,FL,,KSEF,27.4564,-81.3424,19.0,America/New_York,1942-04-01,2023-12-13,1942-04-03,2022-04-25,1942-01-01,2022-01-01
KCKC0,Grand Marais / Pine Mountain Trailer Court,US,MN,,KCKC,47.8383,-90.3829,548.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KFFL0,Fairfield / Maharishi Vedic City,US,IA,,KFFL,41.0558,-91.9809,244.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2015-01-01,2022-01-01
72517,Lehigh Valley International  Airport,US,PA,72517,KABE,40.65,-75.45,120.0,America/New_York,1973-01-01,2023-12-13,1948-01-01,2023-12-05,1948-01-01,2022-01-01
KK880,Iola / Bassett,US,KS,,KK88,37.8682,-95.3869,310.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KELO0,Ely Municipal Airport / Northern Terrace Mobile Home Park,US,MN,,KELO,47.8246,-91.8307,444.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
72355,Fort Sill,US,OK,72355,KFSI,34.6,-98.4,362.0,America/Chicago,1939-09-01,2023-12-13,1939-09-01,2022-04-25,1939-01-01,2021-01-01
KVVS0,Connellsville / Mount Braddock,US,PA,,KVVS,39.9592,-79.6571,385.0,America/New_York,2021-02-16,2023-12-13,2021-02-16,2022-04-18,2021-01-01,2022-01-01
72268,Roswell Industrial Air Centr,US,NM,72268,KROW,33.3,-104.5333,1118.0,America/Denver,1942-07-13,2023-12-13,1942-07-13,2023-12-05,1942-01-01,2022-01-01
KXSA0,Tappahannock / Pauls Crossroads,US,VA,,KXSA,37.8596,-76.8941,41.0,America/New_York,2008-04-07,2023-12-13,2008-04-16,2022-04-25,2008-01-01,2022-01-01
KAWG0,Washington,US,IA,,KAWG,41.275,-91.6752,230.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2014-01-01,2022-01-01
72534,Chicago Midway Airport,US,IL,72534,KMDW,41.7833,-87.75,189.0,America/Chicago,1973-01-01,2023-12-13,1928-02-29,2023-12-05,1928-01-01,2022-01-01
KAHQ0,Wahoo,US,NE,,KAHQ,41.2406,-96.5946,373.0,America/Chicago,2011-05-17,2023-12-13,2011-05-18,2022-04-24,2014-01-01,2022-01-01
KLVN0,Minneapolis / Lakeville,US,MN,,KLVN,44.6279,-93.2281,293.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2007-01-01,2022-01-01
KHAO0,Hamilton / Athlone (Historical),US,OH,,KHAO,39.3638,-84.5219,193.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KD390,Sauk Centre,US,MN,,KD39,45.7066,-94.9334,379.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KDXR0,Danbury / Miry Brook,US,CT,,KDXR,41.3715,-73.4822,139.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KNDZ0,Milton / Roeville,US,FL,,KNDZ,30.6986,-87.0144,54.0,America/Chicago,2007-01-16,2023-12-13,2007-01-17,2022-04-20,2007-01-01,2021-01-01
KROG0,Rogers / Pleasant Hill,US,AR,,KROG,36.3724,-94.107,414.0,America/Chicago,2006-01-01,2023-12-13,2006-01-02,2022-04-24,2011-01-01,2021-01-01
UO0HZ,Britton,US,SD,,KBTN,45.8152,-97.7431,401.0,America/Chicago,2022-04-23,2023-12-13,2022-04-23,2022-04-25,,
74516,Fairfield / Travis Air Force Base,US,CA,74516,KSUU,38.2667,-121.95,19.0,America/Los_Angeles,1943-08-11,2023-12-13,1943-08-12,2023-01-07,1943-01-01,2021-01-01
KRRL0,Merrill,US,WI,,KRRL,45.1989,-89.7129,402.0,America/Chicago,2006-01-01,2023-10-24,2006-01-02,2022-04-24,2008-01-01,2022-01-01
NS1ZB,Montgomery County Airport,US,MD,,KGAI,39.1696,-77.1655,164.0,America/New_York,2022-04-23,2023-12-13,2022-04-24,2022-04-24,,
KI350,Harlan / Loyall,US,KY,,KI35,36.8593,-83.3585,473.0,America/New_York,2014-07-31,2023-12-13,2014-08-06,2022-04-24,2020-01-01,2022-01-01
KP010,Ajo / Childs,US,AZ,,KP01,32.4529,-112.8614,444.0,America/Phoenix,1942-01-15,1946-01-20,1942-08-13,1946-01-19,1943-01-01,1945-01-01
KHQM0,Hoquiam / Aberdeen / Grays Harbor City,US,WA,,KHQM,46.9712,-123.9366,6.0,America/Los_Angeles,1991-01-08,2023-12-13,2001-03-02,2022-04-24,2001-01-01,2022-01-01
72607,Bangor / Martells Mobile Home Court,US,ME,72607,KBGR,44.8074,-68.8281,59.0,America/New_York,2010-08-01,2023-12-13,1953-01-01,2023-12-05,1953-01-01,2022-01-01
KAIK0,Aiken / Seiglers Crossroads,US,SC,,KAIK,33.6494,-81.685,161.0,America/New_York,2009-01-05,2023-12-13,2009-01-06,2022-04-24,2015-01-01,2022-01-01
72413,Pikeville,US,KY,72413,,37.4833,-82.5167,209.0,America/New_York,,,2004-05-20,2023-12-05,2004-01-01,2022-01-01
74467,Chestervale,US,IL,74467,KAAA,40.15,-89.33,178.0,America/Chicago,2006-06-22,2023-12-13,2008-04-27,2022-04-25,2014-01-01,2022-01-01
KAFW0,Fort Worth / Haslet,US,TX,,KAFW,32.9876,-97.3188,220.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KVAY0,Mount Holly / Springville,US,NJ,,KVAY,39.9429,-74.8457,16.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KPXE0,Perry / Oak Knolls,US,GA,,KPXE,32.5106,-83.7673,127.0,America/New_York,2020-01-14,2023-12-13,2020-01-14,2022-04-25,2020-01-01,2022-01-01
KKY80,Lewisport / Adair,US,KY,,KKY8,37.9532,-86.8572,126.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KCIR0,Cairo / Klondike,US,IL,,KCIR,37.0645,-89.2196,98.0,America/Chicago,2006-08-22,2023-12-13,2006-08-23,2022-04-16,2011-01-01,2022-01-01
KAPV0,Apple Valley / Bell Mountain,US,CA,,KAPV,34.5753,-117.1862,933.0,America/Los_Angeles,1973-06-22,2023-12-13,,,,
KMPZ0,Mount Pleasant / Woodside Mobile Estates,US,IA,,KMPZ,40.9466,-91.5111,223.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2015-01-01,2022-01-01
70454,Adak Island Airport,US,AK,70454,PADK,51.8667,-176.6333,6.0,America/Adak,1942-10-30,2023-12-13,1942-10-01,2023-12-08,1942-01-01,2022-01-01
KDZB0,Marble Falls / Horseshoe Bay,US,TX,,KDZB,30.5271,-98.3588,333.0,America/Chicago,2009-06-06,2023-12-13,2009-08-08,2022-04-24,2015-01-01,2022-01-01
KFSW0,Fort Madison / Summit (Historical),US,IA,,KFSW,40.6593,-91.3268,220.0,America/Chicago,2006-01-03,2023-12-13,2006-01-05,2022-04-24,2014-01-01,2021-01-01
VFP98,Suwannee County Airport,US,FL,,K24J,30.3001,-83.0247,32.0,America/New_York,2022-05-06,2023-12-02,,,,
72360,Clayton Municipal Airpark,US,NM,72360,KCAO,36.45,-103.15,1513.0,America/Denver,1978-01-01,2023-12-13,1896-02-01,2023-12-05,1896-01-01,2022-01-01
KISO0,Kinston / Mewborns Crossroads,US,NC,,KISO,35.3314,-77.6088,28.0,America/New_York,1973-06-08,2023-12-13,2005-01-01,2022-04-24,2020-01-01,2022-01-01
72671,Big Piney-Marbleton Airport,US,WY,72671,KBPI,42.5833,-110.1,2131.0,America/Denver,1999-01-01,2023-12-13,1998-02-26,2023-12-05,1998-01-01,2022-01-01
KARX0,La Crosse / Cold Springs,US,WI,,KARX,43.8228,-91.1911,389.0,America/Chicago,1942-01-01,1980-03-14,1942-01-03,1980-01-31,1942-01-01,1953-01-01
KORL0,Orlando / Azalea Park,US,FL,,KORL,28.5455,-81.3329,34.0,America/New_York,1990-02-08,2023-12-13,1990-02-09,2022-04-24,2005-01-01,2021-01-01
KJYR0,York,US,NE,,KJYR,40.8964,-97.6241,509.0,America/Chicago,2006-01-01,2023-12-13,2006-01-02,2022-04-24,2010-01-01,2022-01-01
72214,Tallahassee Airport,US,FL,72214,KTLH,30.4,-84.0167,25.0,America/New_York,1942-05-01,2023-12-13,1940-03-01,2023-12-05,1940-01-01,2022-01-01
KUKF0,North Wilkesboro / Knottville,US,NC,,KUKF,36.2228,-81.0983,397.0,America/New_York,2006-02-14,2023-12-13,2006-06-09,2022-04-25,2014-01-01,2022-01-01
KHWV0,Shirley,US,NY,,KHWV,40.8219,-72.8669,25.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KAOO0,Altoona / Martinsburg,US,PA,,KAOO,40.2964,-78.32,458.0,America/New_York,1973-01-01,2023-12-13,1973-01-01,2022-04-24,1999-01-01,2022-01-01
72550,Omaha Eppley Airfield,US,NE,72550,KOMA,41.3,-95.9,300.0,America/Chicago,1975-01-01,2023-12-13,1948-01-01,2023-12-05,1948-01-01,2022-01-01
KOCF0,Ocala / Ocala Thoroughbred Acres,US,FL,,KOCF,29.1719,-82.2241,27.0,America/New_York,2006-01-01,2023-12-13,2006-01-02,2022-04-24,2006-01-01,2022-01-01
KFYG0,Washington / Dutzow,US,MO,,KFYG,38.5876,-90.9938,149.0,America/Chicago,2012-02-09,2023-12-13,2012-02-10,2022-04-24,2016-01-01,2022-01-01
KLNS0,Lancaster / Kissell Hill,US,PA,,KLNS,40.1224,-76.2944,123.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
72486,Ely Airport (Yelland Field),US,NV,72486,KELY,39.3,-114.85,1907.0,America/Los_Angeles,1973-01-01,2023-12-13,1888-04-01,2023-12-05,1888-01-01,2022-01-01
72434,Lambert-St Louis International  Airport,US,IL,72434,KSTL,38.75,-90.0333,184.0,America/Chicago,1973-01-01,2023-12-13,1938-04-01,2023-12-05,1938-01-01,2022-01-01
KFFZ0,Mesa / Apache Wells,US,AZ,,KFFZ,33.4608,-111.7283,425.0,America/Phoenix,2006-01-01,2023-12-13,2018-10-18,2022-04-24,2019-01-01,2021-01-01
KWVL0,Waterville / Oakland,US,ME,,KWVL,44.5333,-69.6755,102.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KUKL0,Burlington / Sharpe,US,KS,,KUKL,38.3025,-95.725,358.0,America/Chicago,2005-04-27,2023-12-13,2005-05-04,2022-04-24,2020-01-01,2022-01-01
KUNU0,Juneau,US,WI,,KUNU,43.4265,-88.7038,285.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2009-01-01,2022-01-01
KRUG0,Rugby,US,ND,,KRUG,48.3904,-100.0243,472.0,America/Chicago,2010-12-10,2023-12-13,2010-12-10,2022-04-24,2014-01-01,2022-01-01
KCBF0,Council Bluffs / Gilliatt,US,IA,,KCBF,41.2601,-95.7587,380.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2011-01-01,2022-01-01
KDQH0,Douglas / Bethel,US,GA,,KDQH,31.4767,-82.8606,78.0,America/New_York,2006-06-01,2023-12-13,2007-12-12,2022-04-24,2010-01-01,2022-01-01
KASN0,Talladega / Old Eastaboga,US,AL,,KASN,33.5695,-86.0512,161.0,America/Chicago,2012-01-06,2023-12-13,2014-07-04,2022-04-10,2017-01-01,2022-01-01
KCAD0,Cadillac / Cadillac Leisure Mobile Home Community,US,MI,,KCAD,44.2753,-85.4189,398.0,America/Detroit,1990-07-24,2023-12-13,1993-12-02,2022-04-24,2005-01-01,2022-01-01
KLEW0,Auburn / Marston Corner,US,ME,,KLEW,44.0485,-70.2835,88.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2007-01-01,2021-01-01
K4R50,La Pointe,US,WI,,K4R5,46.7887,-90.7587,198.0,America/Chicago,2016-11-11,2023-12-13,2016-11-12,2022-03-08,,
74796,Avon Park Gunnery Range,US,FL,74796,KAGR,27.65,-81.3333,20.0,America/New_York,1943-12-01,2023-12-13,1943-12-02,2022-04-24,1944-01-01,1945-01-01
KPUW0,Pullman / Sunshine,US,WA,,KPUW,46.7439,-117.1096,779.0,America/Los_Angeles,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
PAHP0,Hooper Bay,US,AK,,PAHP,61.5239,-166.1466,4.0,America/Juneau,2006-01-01,2022-09-17,2006-01-01,2022-04-24,2013-01-01,2022-01-01
KCXE0,Chase City / Spanish Grove,US,VA,,KCXE,36.7883,-78.5016,153.0,America/New_York,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KFWC0,Fairfield / Boyleston,US,IL,,KFWC,38.3786,-88.4127,132.0,America/Chicago,2006-01-02,2023-12-13,2011-04-05,2022-04-24,2015-01-01,2022-01-01
PAHY0,Hydaburg,US,AK,,PAHY,55.2063,-132.8283,0.0,America/Juneau,2006-01-01,2023-11-09,2006-01-01,2022-04-14,,
KTYR0,Tyler / Chandler,US,TX,,KTYR,32.3541,-95.4024,166.0,America/Chicago,1973-01-01,2023-12-13,1973-01-02,2022-04-24,2000-01-01,2021-01-01
KHMT0,Hemet / Egan,US,CA,,KHMT,33.734,-117.0225,461.0,America/Los_Angeles,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KDEH0,Decorah / Freeport,US,IA,,KDEH,43.2755,-91.7394,353.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2014-01-01,2022-01-01
KHKA0,Blytheville / Burton,US,AR,,KHKA,35.9404,-89.8308,78.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KL520,Oceano / Oceano Beach,US,CA,,KL52,35.1015,-120.6224,4.0,America/Los_Angeles,2020-01-14,2023-04-09,2020-01-14,2022-04-24,2020-01-01,2022-01-01
72387,Desert Rock Airport,US,NV,72387,KDRA,36.6333,-116.0333,1010.0,America/Los_Angeles,1978-05-15,2023-12-13,1978-05-15,2023-12-05,1978-01-01,2022-01-01
KVDW0,Vedauwoo / Sherman,US,WY,,KVDW,41.1567,-105.4033,2560.0,America/Denver,2003-06-22,2023-12-13,,,,
UWI7O,Barwick Lafayette Airport,US,GA,,K9A5,34.6885,-85.2903,237.0,America/New_York,2022-05-06,2023-12-13,,,,
PAZK0,Eureka / Eureka Roadhouse,US,AK,,PAZK,61.9333,-147.1667,1002.0,America/Juneau,2006-01-01,2023-12-12,2006-01-01,2022-04-24,2010-01-01,2022-01-01
72485,Tonopah / Valley View,US,NV,72485,KTPH,38.0602,-117.0868,1655.0,America/Los_Angeles,1942-10-01,2023-12-13,1942-10-02,2022-04-24,1943-01-01,2022-01-01
KPTD0,Potsdam,US,NY,,KPTD,44.6767,-74.9484,144.0,America/New_York,2020-01-14,2023-12-13,2020-01-14,2022-04-25,2020-01-01,2022-01-01
74420,Roosevelt,US,UT,74420,KU67,40.3,-109.9833,1553.0,America/Denver,,,1948-07-14,2023-12-05,1948-01-01,2022-01-01
91245,"Wake Island, Wake Island Army Airfield Airport",US,WQ,91245,PWAK,19.2833,166.65,4.0,Pacific/Wake,1945-12-31,2023-12-13,1946-01-01,2022-04-25,1946-01-01,2021-01-01
KSZN0,Santa Cruz / Isla Vista,US,CA,,KSZN,34.0606,-119.9151,15.0,America/Los_Angeles,1973-01-03,1980-06-17,1976-03-15,1979-09-30,,
KD500,Crosby,US,ND,,KD50,48.9285,-103.2973,594.0,America/Chicago,2010-11-18,2023-12-13,2010-11-19,2022-04-23,2020-01-01,2022-01-01
KMTH0,Marathon / Marathon Shores,US,FL,,KMTH,24.7262,-81.0514,2.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
74545,"Smokey Hill Gunnery Range, Ks.",US,KS,74545,KSLN,38.65,-97.8,0.0,America/Chicago,1973-01-01,2023-12-13,1973-01-01,2022-04-25,1975-01-01,2022-01-01
